[2026-04-08 17:02:34][INFO] Loading resources...
[2026-04-08 17:04:45][FINE] Scheduled update for region-file: (1, 0) (Map: new_world)
[2026-04-08 17:04:45][FINE] Scheduled update for region-file: (1, 1) (Map: new_world)
[2026-04-08 17:04:46][FINE] Scheduled update for region-file: (-2, 0) (Map: new_world)
[2026-04-08 17:04:47][FINE] Scheduled update for region-file: (0, -2) (Map: new_world)
[2026-04-08 17:04:48][FINE] Scheduled update for region-file: (-1, -2) (Map: new_world)
[2026-04-08 17:04:49][FINE] Scheduled update for region-file: (1, -2) (Map: new_world)
[2026-04-08 17:04:49][FINE] Scheduled update for region-file: (-2, -2) (Map: new_world)
[2026-04-08 17:04:49][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:04:52][FINE] Scheduled update for region-file: (-2, 0) (Map: new_world)
[2026-04-08 17:04:52][FINE] Scheduled update for region-file: (-2, -1) (Map: new_world)
[2026-04-08 17:04:52][FINE] Scheduled update for region-file: (1, -1) (Map: new_world)
[2026-04-08 17:04:52][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:04:54][FINE] Scheduled update for region-file: (0, 1) (Map: new_world)
[2026-04-08 17:04:55][FINE] Scheduled update for region-file: (-1, 1) (Map: new_world)
[2026-04-08 17:04:56][FINE] Scheduled update for region-file: (-2, 1) (Map: new_world)
[2026-04-08 17:04:56][FINE] Scheduled update for region-file: (1, 0) (Map: new_world)
[2026-04-08 17:04:56][FINE] Scheduled update for region-file: (1, 1) (Map: new_world)
[2026-04-08 17:04:56][FINE] Scheduled update for region-file: (0, 2) (Map: new_world)
[2026-04-08 17:04:56][FINE] Scheduled update for region-file: (1, 2) (Map: new_world)
[2026-04-08 17:04:56][FINE] Scheduled update for region-file: (-2, 2) (Map: new_world)
[2026-04-08 17:04:56][FINE] Scheduled update for region-file: (-1, 2) (Map: new_world)
[2026-04-08 17:04:59][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:04:59][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:05:04][FINE] Scheduled update for region-file: (-2, 1) (Map: new_world)
[2026-04-08 17:05:04][FINE] Scheduled update for region-file: (-2, 2) (Map: new_world)
[2026-04-08 17:05:05][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
